GEOID,district
17031030101,20
17031030701,35
17031070103,18
17031807900,11
17031808001,11
17031808002,11
17031841200,7
17031831900,6
17031832600,18
17031836900,17
17031842300,18
17031839500,29
17031835800,29
17031838800,41
17031843400,23
17031842600,25
17031841900,36
17031843200,2
17031301803,23
17031320101,15
17031330103,0
17031380600,29
17031330102,0
17031330101,0
17031460800,12
17031630600,9
17031490200,12
17031612200,25
17031844700,23
17031844600,29
17031320102,0
17031730202,40
17031220701,4
17031063302,24
17031252201,17
17031660302,14
17031660301,14
17031835600,25
17031840000,25
17031813302,17
17031836400,19
17031836100,25
17031834600,25
17031843600,29
17031061902,24
17031030102,20
17031030103,20
17031030706,35
17031030601,35
17031081202,15
17031063303,24
17031836000,29
17031220901,13
17031210602,13
17031220602,13
17031220601,13
17031040401,10
17031252202,17
17031252102,39
17031836300,19
17031834500,37
17031836200,37
17031010501,31
17031020701,10
17031833900,12
17031834400,21
17031834300,12
17031070101,24
17031110501,11
17031030104,20
17031081401,15
17031430102,21
17031770902,5
17031430101,21
17031252101,39
17031010201,20
17031760801,5
17031839000,0
17031440201,12
17031540101,30
17031834000,12
17031711100,42
17031711200,40
17031711500,40
17031270500,17
17031680900,37
17031221000,13
17031221100,13
17031242800,22
17031242900,36
17031243000,36
17031243100,36
17031243200,36
17031243300,36
17031243400,36
17031071400,24
17031110400,11
17031150600,38
17031150700,4
17031150800,4
17031151100,38
17031151200,38
17031241500,36
17031241100,22
17031241600,36
17031241300,36
17031241400,36
17031243500,36
17031250200,39
17031250300,39
17031250400,26
17031250500,26
17031071500,15
17031071800,15
17031080100,15
17031080300,18
17031080400,15
17031160100,4
17031160200,4
17031160300,3
17031160400,3
17031160700,8
17031221300,13
17031221500,27
17031221400,13
17031250600,39
17031250700,39
17031250800,39
17031251000,17
17031251100,39
17031051400,27
17031060100,6
17031060300,6
17031060800,24
17031160800,8
17031160900,3
17031161000,3
17031161100,4
17031161200,4
17031161300,4
17031170100,5
17031221600,27
17031242100,36
17031242000,36
17031251200,39
17031251300,39
17031051300,27
17031600700,2
17031600900,2
17031821200,30
17031672000,43
17031710900,40
17031711000,40
17031711300,40
17031711400,40
17031271200,17
17031271300,17
17031271400,17
17031350100,19
17031350400,0
17031351000,19
17031351400,29
17031360200,29
17031430400,21
17031430600,21
17031430800,21
17031430500,21
17031430900,21
17031610300,9
17031681000,42
17031681100,42
17031680500,25
17031810000,31
17031720100,40
17031720200,34
17031720300,34
17031720400,34
17031720500,34
17031720600,30
17031720700,30
17031040600,10
17031040700,3
17031040800,3
17031825801,41
17031380100,19
17031380200,29
17031431200,21
17031431400,21
17031810200,31
17031810301,31
17031050100,8
17031610800,25
17031611300,9
17031611400,9
17031611500,9
17031611900,9
17031681200,42
17031810400,5
17031810701,26
17031810702,26
17031810600,32
17031381200,29
17031381400,29
17031283100,2
17031283800,2
17031691200,42
17031691100,37
17031730100,40
17031730300,40
17031730400,40
17031730500,40
17031730600,40
17031440300,40
17031810800,26
17031810900,26
17031612000,25
17031612100,25
17031620100,1
17031620200,1
17031620300,1
17031620400,1
17031810501,5
17031810502,5
17031812200,26
17031730700,40
17031740100,34
17031740200,34
17031740300,34
17031740400,34
17031381800,29
17031381900,29
17031390100,19
17031390200,19
17031390300,19
17031390400,19
17031390500,19
17031390600,19
17031390700,19
17031812500,39
17031440600,12
17031440900,12
17031440700,12
17031440800,12
17031630300,1
17031630500,14
17031630800,14
17031630900,1
17031640100,33
17031640300,16
17031750100,30
17031750200,30
17031750300,30
17031750400,30
17031750500,30
17031282700,2
17031282800,2
17031400300,37
17031400500,37
17031400800,37
17031410100,19
17031410500,25
17031410600,19
17031460100,12
17031450300,12
17031460200,12
17031640400,16
17031640500,16
