GEOID,district
17031030101,6
17031030701,6
17031070103,22
17031807900,13
17031808001,29
17031808002,13
17031841200,14
17031831900,44
17031832600,41
17031836900,24
17031842300,41
17031839500,26
17031835800,34
17031838800,2
17031843400,24
17031842600,16
17031841900,12
17031843200,14
17031301803,42
17031320101,12
17031330103,26
17031380600,34
17031330102,26
17031330101,26
17031460800,4
17031630600,15
17031490200,2
17031612200,16
17031844700,10
17031844600,34
17031320102,12
17031730202,9
17031220701,31
17031063302,27
17031252201,21
17031660302,15
17031660301,28
17031835600,16
17031840000,14
17031813302,24
17031836400,1
17031836100,34
17031834600,16
17031843600,34
17031061902,27
17031030102,6
17031030103,6
17031030706,6
17031030601,6
17031081202,22
17031063303,27
17031836000,34
17031220901,31
17031210602,31
17031220602,31
17031220601,31
17031040401,20
17031252202,21
17031252102,21
17031836300,34
17031834500,34
17031836200,34
17031010501,11
17031020701,20
17031833900,4
17031834400,34
17031834300,4
17031070101,22
17031110501,37
17031030104,6
17031081401,12
17031430102,18
17031770902,0
17031430101,18
17031252101,21
17031010201,29
17031760801,39
17031839000,26
17031440201,4
17031540101,2
17031834000,9
17031711100,43
17031711200,43
17031711500,9
17031270500,24
17031680900,16
17031221000,31
17031221100,40
17031242800,40
17031242900,25
17031243000,25
17031243100,25
17031243200,25
17031243300,41
17031243400,41
17031071400,22
17031110400,37
17031150600,30
17031150700,30
17031150800,35
17031151100,35
17031151200,35
17031241500,25
17031241100,40
17031241600,25
17031241300,40
17031241400,25
17031243500,41
17031250200,35
17031250300,35
17031250400,35
17031250500,23
17031071500,22
17031071800,41
17031080100,22
17031080300,22
17031080400,22
17031160100,13
17031160200,13
17031160300,13
17031160400,19
17031160700,5
17031221300,40
17031221500,25
17031221400,25
17031250600,32
17031250700,31
17031250800,31
17031251000,32
17031251100,31
17031051400,5
17031060100,20
17031060300,44
17031060800,27
17031160800,5
17031160900,13
17031161000,13
17031161100,13
17031161200,13
17031161300,5
17031170100,37
17031221600,5
17031242100,25
17031242000,41
17031251200,31
17031251300,32
17031051300,20
17031600700,14
17031600900,14
17031821200,3
17031672000,9
17031710900,9
17031711000,9
17031711300,43
17031711400,9
17031271200,24
17031271300,24
17031271400,24
17031350100,26
17031350400,14
17031351000,1
17031351400,26
17031360200,1
17031430400,18
17031430600,18
17031430800,18
17031430500,18
17031430900,18
17031610300,16
17031681000,16
17031681100,16
17031680500,16
17031810000,11
17031720100,43
17031720200,36
17031720300,36
17031720400,7
17031720500,7
17031720600,36
17031720700,36
17031040600,20
17031040700,20
17031040800,19
17031825801,2
17031380100,1
17031380200,1
17031431200,18
17031431400,18
17031810200,29
17031810301,29
17031050100,20
17031610800,16
17031611300,16
17031611400,16
17031611500,15
17031611900,16
17031681200,9
17031810400,39
17031810701,0
17031810702,0
17031810600,37
17031381200,34
17031381400,34
17031283100,14
17031283800,12
17031691200,9
17031691100,9
17031730100,9
17031730300,43
17031730400,36
17031730500,36
17031730600,36
17031440300,9
17031810800,0
17031810900,23
17031612000,16
17031612100,16
17031620100,33
17031620200,33
17031620300,33
17031620400,33
17031810501,39
17031810502,39
17031812200,23
17031730700,36
17031740100,7
17031740200,7
17031740300,7
17031740400,7
17031381800,34
17031381900,34
17031390100,1
17031390200,1
17031390300,1
17031390400,1
17031390500,1
17031390600,1
17031390700,1
17031812500,32
17031440600,9
17031440900,2
17031440700,4
17031440800,4
17031630300,15
17031630500,15
17031630800,15
17031630900,28
17031640100,8
17031640300,8
17031750100,36
17031750200,36
17031750300,7
17031750400,7
17031750500,36
17031282700,25
17031282800,14
17031400300,34
17031400500,34
17031400800,34
17031410100,1
17031410500,34
17031410600,34
17031460100,4
17031450300,4
17031460200,4
17031640400,8
17031640500,8
17031640600,8
17031640700,8
17031640800,8
17031650100,28
17031650200,28
17031750600,36
17031812600,32
17031820300,8
17031820400,8
17031820902,17
17031410700,1
17031410800,1
17031410900,1
17031411000,1
17031411100,1
17031411200,1
17031460400,4
17031460500,4
17031461000,4
17031813000,21
17031813100,21
17031821102,17
17031561000,8
17031100200,30
17031020200,29
17031420100,1
17031420200,1
17031420400,34
17031420700,34
17031805402,30
17031420800,34
17031470100,2
17031480100,2
17031480200,2
17031480300,2
17031480400,4
17031805502,30
17031805600,39
17031650400,17
17031650500,8
17031660400,28
17031821401,3
17031805702,39
17031821402,3
17031821600,7
17031821700,7
17031290900,24
17031291200,24
17031421200,9
17031271500,24
17031292200,24
17031292400,24
17031292500,24
17031271800,24
17031280100,41
17031280400,25
17031300600,42
17031300700,42
17031301100,10
17031301200,10
17031480500,4
17031490500,2
17031520200,4
17031520300,4
17031520400,4
17031520500,4
17031520600,2
17031660500,28
17031660600,28
17031660700,17
17031660800,28
17031660900,28
17031661000,17
17031280900,25
17031301600,42
17031490600,36
17031490700,36
17031490800,2
17031491000,3
17031491100,36
17031530200,3
17031530300,36
17031530400,3
17031530600,3
17031560100,42
17031670200,16
17031670300,15
17031670400,15
17031661100,17
17031670100,16
17031670600,15
17031670800,16
17031670900,16
17031260900,21
17031261000,21
17031281900,12
17031310200,12
