GEOID,district
17031030101,35
17031030701,35
17031070103,20
17031807900,8
17031808001,42
17031808002,42
17031841200,17
17031831900,37
17031832600,20
17031836900,11
17031842300,30
17031839500,38
17031835800,32
17031838800,27
17031843400,26
17031842600,36
17031841900,38
17031843200,17
17031301803,26
17031320101,7
17031330103,38
17031380600,32
17031330102,38
17031330101,38
17031460800,12
17031630600,3
17031490200,12
17031612200,36
17031844700,26
17031844600,32
17031320102,7
17031730202,22
17031220701,41
17031063302,34
17031252201,39
17031660302,15
17031660301,15
17031835600,36
17031840000,38
17031813302,39
17031836400,32
17031836100,2
17031834600,36
17031843600,32
17031061902,34
17031030102,35
17031030103,35
17031030706,35
17031030601,35
17031081202,14
17031063303,34
17031836000,32
17031220901,41
17031210602,41
17031220602,41
17031220601,41
17031040401,24
17031252202,39
17031252102,39
17031836300,2
17031834500,2
17031836200,2
17031010501,10
17031020701,24
17031833900,12
17031834400,2
17031834300,12
17031070101,20
17031110501,4
17031030104,10
17031081401,7
17031430102,19
17031770902,29
17031430101,19
17031252101,39
17031010201,10
17031760801,29
17031839000,38
17031440201,13
17031540101,23
17031834000,22
17031711100,43
17031711200,43
17031711500,22
17031270500,11
17031680900,36
17031221000,41
17031221100,41
17031242800,0
17031242900,0
17031243000,5
17031243100,30
17031243200,30
17031243300,30
17031243400,30
17031071400,20
17031110400,4
17031150600,16
17031150700,16
17031150800,16
17031151100,16
17031151200,16
17031241500,0
17031241100,0
17031241600,30
17031241300,0
17031241400,0
17031243500,30
17031250200,44
17031250300,44
17031250400,31
17031250500,31
17031071500,14
17031071800,14
17031080100,14
17031080300,30
17031080400,30
17031160100,4
17031160200,9
17031160300,9
17031160400,9
17031160700,1
17031221300,1
17031221500,1
17031221400,1
17031250600,44
17031250700,44
17031250800,44
17031251000,44
17031251100,44
17031051400,1
17031060100,34
17031060300,37
17031060800,34
17031160800,9
17031160900,9
17031161000,9
17031161100,16
17031161200,41
17031161300,9
17031170100,29
17031221600,1
17031242100,30
17031242000,30
17031251200,44
17031251300,44
17031051300,37
17031600700,36
17031600900,36
17031821200,23
17031672000,43
17031710900,13
17031711000,13
17031711300,22
17031711400,22
17031271200,11
17031271300,11
17031271400,11
17031350100,38
17031350400,38
17031351000,32
17031351400,38
17031360200,32
17031430400,19
17031430600,19
17031430800,19
17031430500,19
17031430900,19
17031610300,36
17031681000,3
17031681100,3
17031680500,3
17031810000,10
17031720100,22
17031720200,22
17031720300,22
17031720400,33
17031720500,33
17031720600,22
17031720700,22
17031040600,24
17031040700,21
17031040800,21
17031825801,23
17031380100,32
17031380200,32
17031431200,19
17031431400,19
17031810200,10
17031810301,42
17031050100,24
17031610800,36
17031611300,36
17031611400,36
17031611500,25
17031611900,36
17031681200,13
17031810400,29
17031810701,40
17031810702,40
17031810600,29
17031381200,32
17031381400,32
17031283100,17
17031283800,5
17031691200,13
17031691100,13
17031730100,22
17031730300,22
17031730400,22
17031730500,22
17031730600,22
17031440300,13
17031810800,40
17031810900,31
17031612000,3
17031612100,36
17031620100,28
17031620200,28
17031620300,28
17031620400,28
17031810501,29
17031810502,29
17031812200,31
17031730700,22
17031740100,33
17031740200,33
17031740300,33
17031740400,33
17031381800,32
17031381900,32
17031390100,32
17031390200,2
17031390300,32
17031390400,32
17031390500,2
17031390600,2
17031390700,2
17031812500,44
17031440600,12
17031440900,12
17031440700,13
17031440800,13
17031630300,28
17031630500,3
17031630800,3
17031630900,28
17031640100,28
17031640300,18
17031750100,22
17031750200,22
17031750300,33
17031750400,33
17031750500,22
17031282700,5
17031282800,5
17031400300,2
17031400500,2
17031400800,2
17031410100,2
17031410500,2
17031410600,2
17031460100,12
17031450300,19
17031460200,12
17031640400,18
17031640500,18
17031640600,18
17031640700,6
17031640800,6
17031650100,28
17031650200,28
17031750600,22
17031812600,44
17031820300,18
17031820400,18
17031820902,6
17031410700,2
17031410800,2
17031410900,2
17031411000,19
17031411100,2
17031411200,2
17031460400,19
17031460500,19
17031461000,12
17031813000,44
17031813100,39
17031821102,43
17031561000,18
17031100200,8
17031020200,42
17031420100,19
17031420200,2
17031420400,2
17031420700,2
17031805402,8
17031420800,2
17031470100,12
17031480100,12
17031480200,12
17031480300,12
17031480400,12
17031805502,8
17031805600,29
17031650400,6
17031650500,6
17031660400,15
17031821401,23
17031805702,29
17031821402,23
17031821600,33
17031821700,33
17031290900,39
17031291200,11
17031421200,2
17031271500,11
17031292200,11
17031292400,26
17031292500,39
17031271800,11
17031280100,7
17031280400,5
17031300600,26
17031300700,26
17031301100,26
17031301200,17
17031480500,12
17031490500,12
17031520200,27
17031520300,27
17031520400,12
17031520500,27
17031520600,27
17031660500,15
17031660600,15
17031660700,15
17031660800,15
17031660900,15
17031661000,15
17031280900,5
17031301600,17
17031490600,22
17031490700,27
17031490800,27
17031491000,27
17031491100,27
17031530200,27
17031530300,22
17031530400,22
17031530600,23
17031560100,25
17031670200,3
17031670300,3
17031670400,3
17031661100,6
17031670100,3
17031670600,3
17031670800,3
17031670900,3
17031260900,11
17031261000,11
17031281900,7
17031310200,17
17031310300,5
17031310400,5
17031310500,17
17031491200,27
17031491300,27
17031491400,23
17031500100,27
17031500200,27
17031500300,27
17031560200,18
17031560300,25
17031560700,18
17031560800,18
17031560900,18
17031010300,10
17031010400,10
17031010600,10
17031020100,10
17031280800,5
17031420300,2
17031130200,21
17031240200,0
17031611800,36
17031030300,10
17031030400,24
17031020400,10
17031080202,30
17031060200,24
17031221200,41
17031826500,23
17031061200,34
17031030200,35
17031030900,24
17031031000,34
17031600600,36
17031811900,31
17031420600,2
17031110100,4
17031031400,35
17031040900,24
17031050200,21
17031050300,21
17031811600,29
17031031700,34
17031610400,36
17031050600,1
17031071700,14
17031031800,34
17031050500,1
17031071600,14
17031671400,3
17031062300,37
17031630400,3
17031010100,10
17031822802,33
17031680600,3
17031807800,8
17031811100,40
17031030500,35
17031171100,40
17031180100,40
17031251900,39
17031020500,10
17031081300,14
17031081000,30
17031130100,21
17031170200,40
17031170300,40
17031170400,40
17031170500,29
17031170600,40
17031170700,40
17031170800,40
17031251400,44
17031260300,11
17031260500,11
17031260600,11
17031260700,11
17031260800,11
17031050700,37
17031050900,1
17031051000,1
17031051100,1
17031051200,37
17031170900,40
17031171000,40
17031190100,41
17031222200,0
17031222500,0
17031222600,0
17031251500,44
17031251600,44
17031251700,44
17031251800,39
17031252000,39
17031130300,24
17031530100,23
17031190200,16
17031190300,16
17031190800,16
17031260100,11
17031260200,11
17031061800,34
17031821500,23
17031410200,2
17031222900,41
17031241000,0
17031230300,0
17031190900,41
17031191200,31
17031200100,41
17031200200,41
17031200300,41
17031222700,0
17031230100,0
17031230200,0
17031230400,11
17031230500,11
17031351100,32
17031807600,42
17031081900,30
17031611700,36
17031300500,26
17031381500,32
17031420500,2
17031081500,7
17031081600,14
17031081700,30
17031081800,30
17031222800,11
17031050800,1
17031210100,1
17031210400,9
17031230700,11
17031230800,0
17031230900,0
17031820502,18
17031820901,6
17031550200,27
17031823200,33
17031823304,33
17031670500,3
17031820700,18
17031580800,25
17031820800,18
17031300800,26
17031191100,44
17031230600,11
17031242300,0
17031242200,30
17031032100,35
17031060900,34
17031061000,34
