GEOID,district
17031030101,39
17031030701,3
17031070103,8
17031807900,4
17031808001,11
17031808002,11
17031841200,25
17031831900,8
17031832600,42
17031836900,0
17031842300,27
17031839500,15
17031835800,15
17031838800,36
17031843400,40
17031842600,32
17031841900,34
17031843200,34
17031301803,10
17031320101,24
17031330103,15
17031380600,15
17031330102,21
17031330101,15
17031460800,31
17031630600,33
17031490200,14
17031612200,32
17031844700,25
17031844600,43
17031320102,24
17031730202,44
17031220701,2
17031063302,8
17031252201,18
17031660302,19
17031660301,19
17031835600,32
17031840000,43
17031813302,40
17031836400,15
17031836100,5
17031834600,32
17031843600,5
17031061902,8
17031030102,39
17031030103,39
17031030706,3
17031030601,39
17031081202,24
17031063303,8
17031836000,5
17031220901,7
17031210602,2
17031220602,2
17031220601,2
17031040401,20
17031252202,18
17031252102,18
17031836300,5
17031834500,5
17031836200,12
17031010501,39
17031020701,20
17031833900,36
17031834400,12
17031834300,14
17031070101,8
17031110501,4
17031030104,39
17031081401,24
17031430102,12
17031770902,17
17031430101,12
17031252101,18
17031010201,22
17031760801,17
17031839000,21
17031440201,14
17031540101,36
17031834000,14
17031711100,30
17031711200,30
17031711500,14
17031270500,0
17031680900,32
17031221000,7
17031221100,35
17031242800,16
17031242900,35
17031243000,37
17031243100,37
17031243200,16
17031243300,16
17031243400,16
17031071400,8
17031110400,17
17031150600,26
17031150700,26
17031150800,7
17031151100,7
17031151200,26
17031241500,37
17031241100,35
17031241600,27
17031241300,37
17031241400,37
17031243500,16
17031250200,0
17031250300,29
17031250400,29
17031250500,29
17031071500,24
17031071800,42
17031080100,24
17031080300,27
17031080400,27
17031160100,7
17031160200,2
17031160300,2
17031160400,2
17031160700,1
17031221300,35
17031221500,37
17031221400,37
17031250600,29
17031250700,29
17031250800,0
17031251000,0
17031251100,18
17031051400,1
17031060100,3
17031060300,8
17031060800,3
17031160800,2
17031160900,2
17031161000,2
17031161100,2
17031161200,2
17031161300,2
17031170100,13
17031221600,37
17031242100,37
17031242000,27
17031251200,29
17031251300,29
17031051300,1
17031600700,34
17031600900,43
17031821200,44
17031672000,30
17031710900,32
17031711000,30
17031711300,44
17031711400,30
17031271200,0
17031271300,0
17031271400,0
17031350100,15
17031350400,15
17031351000,15
17031351400,15
17031360200,15
17031430400,31
17031430600,31
17031430800,31
17031430500,31
17031430900,31
17031610300,34
17031681000,32
17031681100,32
17031680500,32
17031810000,22
17031720100,44
17031720200,44
17031720300,44
17031720400,44
17031720500,6
17031720600,44
17031720700,44
17031040600,20
17031040700,1
17031040800,1
17031825801,36
17031380100,15
17031380200,15
17031431200,31
17031431400,31
17031810200,22
17031810301,11
17031050100,3
17031610800,43
17031611300,32
17031611400,33
17031611500,33
17031611900,32
17031681200,32
17031810400,17
17031810701,41
17031810702,41
17031810600,17
17031381200,5
17031381400,5
17031283100,16
17031283800,16
17031691200,32
17031691100,32
17031730100,44
17031730300,44
17031730400,44
17031730500,44
17031730600,44
17031440300,14
17031810800,41
17031810900,41
17031612000,32
17031612100,32
17031620100,33
17031620200,38
17031620300,38
17031620400,19
17031810501,17
17031810502,13
17031812200,29
17031730700,44
17031740100,6
17031740200,6
17031740300,6
17031740400,6
17031381800,5
17031381900,5
17031390100,15
17031390200,15
17031390300,5
17031390400,5
17031390500,5
17031390600,5
17031390700,5
17031812500,18
17031440600,14
17031440900,14
17031440700,14
17031440800,14
17031630300,33
17031630500,33
17031630800,19
17031630900,19
17031640100,9
17031640300,38
17031750100,44
17031750200,44
17031750300,44
17031750400,6
17031750500,44
17031282700,16
17031282800,16
17031400300,12
17031400500,5
17031400800,5
17031410100,5
17031410500,5
17031410600,12
17031460100,36
17031450300,31
17031460200,31
17031640400,38
17031640500,38
17031640600,38
17031640700,9
17031640800,9
17031650100,19
17031650200,9
17031750600,44
17031812600,18
17031820300,38
17031820400,38
17031820902,9
17031410700,12
17031410800,12
17031410900,12
17031411000,12
17031411100,12
17031411200,12
17031460400,31
17031460500,31
17031461000,36
17031813000,18
17031813100,18
17031821102,9
17031561000,38
17031100200,17
17031020200,11
17031420100,12
17031420200,12
17031420400,12
17031420700,32
17031805402,4
17031420800,14
17031470100,14
17031480100,14
17031480200,14
17031480300,14
17031480400,14
17031805502,4
17031805600,4
17031650400,9
17031650500,9
17031660400,19
17031821401,44
