GEOID,district
17031030101,26
17031030701,26
17031070103,13
17031807900,9
17031808001,23
17031808002,23
17031841200,34
17031831900,14
17031832600,2
17031836900,22
17031842300,2
17031839500,32
17031835800,16
17031838800,20
17031843400,8
17031842600,32
17031841900,27
17031843200,10
17031301803,36
17031320101,38
17031330103,27
17031380600,32
17031330102,27
17031330101,27
17031460800,15
17031630600,5
17031490200,28
17031612200,32
17031844700,36
17031844600,32
17031320102,38
17031730202,28
17031220701,22
17031063302,13
17031252201,11
17031660302,3
17031660301,3
17031835600,32
17031840000,32
17031813302,8
17031836400,16
17031836100,19
17031834600,19
17031843600,16
17031061902,13
17031030102,26
17031030103,26
17031030706,26
17031030601,26
17031081202,2
17031063303,13
17031836000,16
17031220901,22
17031210602,17
17031220602,17
17031220601,22
17031040401,39
17031252202,11
17031252102,11
17031836300,16
17031834500,19
17031836200,19
17031010501,42
17031020701,30
17031833900,15
17031834400,0
17031834300,33
17031070101,13
17031110501,37
17031030104,26
17031081401,38
17031430102,33
17031770902,37
17031430101,33
17031252101,11
17031010201,42
17031760801,1
17031839000,27
17031440201,0
17031540101,24
17031834000,28
17031711100,40
17031711200,31
17031711500,28
17031270500,34
17031680900,19
17031221000,22
17031221100,22
17031242800,22
17031242900,10
17031243000,7
17031243100,7
17031243200,7
17031243300,7
17031243400,7
17031071400,2
17031110400,37
17031150600,12
17031150700,12
17031150800,12
17031151100,4
17031151200,4
17031241500,7
17031241100,22
17031241600,7
17031241300,7
17031241400,7
17031243500,7
17031250200,35
17031250300,35
17031250400,35
17031250500,41
17031071500,2
17031071800,2
17031080100,2
17031080300,2
17031080400,2
17031160100,12
17031160200,12
17031160300,12
17031160400,17
17031160700,17
17031221300,22
17031221500,14
17031221400,14
17031250600,35
17031250700,35
17031250800,35
17031251000,35
17031251100,35
17031051400,14
17031060100,39
17031060300,39
17031060800,6
17031160800,17
17031160900,17
17031161000,12
17031161100,12
17031161200,12
17031161300,12
17031170100,37
17031221600,14
17031242100,7
17031242000,7
17031251200,35
17031251300,41
17031051300,14
17031600700,29
17031600900,10
17031821200,24
17031672000,44
17031710900,0
17031711000,0
17031711300,31
17031711400,28
17031271200,22
17031271300,22
17031271400,34
17031350100,32
17031350400,32
17031351000,16
17031351400,32
17031360200,16
17031430400,33
17031430600,33
17031430800,33
17031430500,33
17031430900,33
17031610300,32
17031681000,44
17031681100,40
17031680500,19
17031810000,42
17031720100,28
17031720200,28
17031720300,28
17031720400,18
17031720500,18
17031720600,28
17031720700,28
17031040600,39
17031040700,39
17031040800,39
17031825801,20
17031380100,16
17031380200,16
17031431200,33
17031431400,33
17031810200,23
17031810301,23
17031050100,39
17031610800,32
17031611300,32
17031611400,5
17031611500,5
17031611900,19
17031681200,40
17031810400,1
17031810701,41
17031810702,41
17031810600,37
17031381200,16
17031381400,16
17031283100,10
17031283800,10
17031691200,40
17031691100,0
17031730100,28
17031730300,28
17031730400,28
17031730500,28
